x,y
-0.6135939955711365,-3.605593681335449
-1.0711534023284912,-2.2258450984954834
-0.48908305168151855,1.5025752782821655
0.8199874758720398,0.047896165400743484
0.8392969369888306,3.1413941383361816
-0.22877314686775208,-2.4776172637939453
0.05370613932609558,-0.46017950773239136
1.611066222190857,0.6363575458526611
-0.7524815201759338,0.006772026419639587
-1.0946348905563354,-1.40675687789917
-0.33081158995628357,2.2292630672454834
0.8681302070617676,-1.5432746410369873
0.13584297895431519,1.8623359203338623
0.2515183389186859,-0.5759679675102234
0.7723997235298157,1.463643193244934
-2.3114333152770996,1.2774654626846313
1.3853880167007446,-0.4383748173713684
-0.48400792479515076,0.7691847085952759
1.3260966539382935,-0.26495739817619324
0.7631016969680786,-1.7366697788238525
-1.3935933113098145,1.0256233215332031
-0.2640508711338043,-0.21698153018951416
-1.1537401676177979,-0.991974413394928
0.6364251971244812,-0.15012694895267487
0.8971977829933167,0.9447879791259766
-0.43377047777175903,2.0518739223480225
1.5397441387176514,-1.0297846794128418
-0.5526533722877502,0.058491043746471405
0.37811997532844543,-1.889351487159729
0.464235782623291,-0.5861736536026001
-0.4316253662109375,1.391276240348816
1.9165641069412231,-0.20709247887134552
0.6550081968307495,-1.0540764331817627
0.5951563119888306,-0.5214279890060425
-1.4091451168060303,1.2226293087005615
1.6921939849853516,-2.0491788387298584
1.932491421699524,-0.6126758456230164
1.252180576324463,-1.8606423139572144
0.32068681716918945,-2.484607458114624
-2.076876163482666,1.196791172027588
-0.10555904358625412,1.5014898777008057
0.813810408115387,-0.07411310076713562
-1.642898440361023,0.911817729473114
0.7761318683624268,0.854538083076477
1.0362462997436523,2.070389986038208
0.827543318271637,0.7689905762672424
-0.05693191662430763,-1.63002347946167
-2.336819887161255,-1.2554200887680054
-0.08119705319404602,-0.4447454810142517
1.4486275911331177,-1.197137475013733
2.9672605991363525,0.1454395353794098
-0.02712603285908699,-0.3464084267616272
2.1620187759399414,-1.7546344995498657
1.3778860569000244,-0.03008882701396942
-1.9280692338943481,2.0534873008728027
-0.22600510716438293,1.4044880867004395
-2.8541789054870605,-1.1482224464416504
0.6299280524253845,0.9188570976257324
0.5728626847267151,0.7457470297813416
-2.4266414642333984,2.2163350582122803
0.4183492660522461,2.9851644039154053
-1.2221616506576538,2.5569424629211426
-0.5490044951438904,1.3397583961486816
0.5681114196777344,1.0044928789138794
-0.40945249795913696,-0.8356596231460571
-0.2414574772119522,1.0860764980316162
-2.260204315185547,-1.18466055393219
1.2996821403503418,-2.200554132461548
-2.890821933746338,-0.7149373292922974
