x,y
-2.081688404083252,3.58022141456604
-0.4525804817676544,6.959951400756836
1.9563751220703125,4.030362606048584
-6.995614051818848,6.8461713790893555
1.771423578262329,3.528810501098633
-0.06763684749603271,6.0905256271362305
0.9590102434158325,11.433582305908203
-2.5021708011627197,4.075632095336914
-1.5080174207687378,6.3442182540893555
4.848735332489014,7.461894512176514
3.0344161987304688,4.741959571838379
1.788888931274414,2.984858751296997
3.9800548553466797,5.042703151702881
1.023394227027893,4.172825813293457
7.927830219268799,5.694101810455322
-4.916454315185547,3.406893014907837
-7.258142948150635,5.690526008605957
-2.9177262783050537,5.103074550628662
4.1105170249938965,5.369179725646973
-0.9315818548202515,3.7682511806488037
2.319291830062866,8.18002986907959
-14.138526916503906,6.588055610656738
-5.353603363037109,9.386809349060059
3.335275650024414,3.766859531402588
4.3961968421936035,5.667731285095215
2.1618173122406006,3.3988795280456543
1.998702049255371,5.968744277954102
-1.2620761394500732,5.051791667938232
2.871769428253174,4.367877960205078
5.070880889892578,5.718539237976074
-7.7146077156066895,5.647564888000488
-5.389265537261963,3.029911518096924
1.6933544874191284,4.879900932312012
-1.147693157196045,5.561914920806885
-2.7041707038879395,3.8805646896362305
1.20099937915802,4.680306911468506
-4.481828689575195,4.640211582183838
-1.8957411050796509,4.747433185577393
2.9748594760894775,4.8663330078125
-0.16657668352127075,3.9149131774902344
0.6369876861572266,7.444008827209473
5.660122871398926,5.533227443695068
-1.3673216104507446,4.555753707885742
1.7287514209747314,7.4576497077941895
0.6736288070678711,6.684277534484863
0.06983691453933716,4.947065353393555
1.5027036666870117,4.883156776428223
-2.6037280559539795,4.0886101722717285
-2.3745346069335938,5.069443702697754
0.14211058616638184,5.942009925842285
3.809720039367676,5.5434393882751465
-1.454279899597168,6.1512556076049805
2.3491663932800293,4.0854411125183105
0.17027461528778076,6.3476715087890625
7.629729270935059,5.417209625244141
-3.8293418884277344,3.5481646060943604
3.748891830444336,4.434291839599609
1.2779767513275146,5.158509731292725
2.8511791229248047,6.141785144805908
1.6165251731872559,4.215519428253174
-3.2332217693328857,4.741869926452637
-1.0104461908340454,5.633638381958008
-1.5330238342285156,4.997637748718262
-7.731853485107422,5.370663642883301
3.6313767433166504,3.399151563644409
